Mod:Item:MetaData, Localized Name
gregtech:machine:4196, Extended Mega Ultimate Voltage Diode
gregtech:machine:4197, Steam Oven
gregtech:machine:4198, Basic Disassembler
gregtech:machine:4199, Advanced Disassembler
gregtech:machine:4200, Advanced Disassembler II
gregtech:machine:4201, Advanced Disassembler III
gregtech:machine:4202, Elite Disassembler
gregtech:machine:4203, Elite Disassembler II
gregtech:machine:4204, Elite Disassembler III
gregtech:machine:4205, Elite Disassembler IV
gregtech:machine:4206, High-Tech Disassembler
gregtech:machine:4207, High-Tech Disassembler II
gregtech:machine:4208, High-Tech Disassembler III
gregtech:machine:4209, High-Tech Disassembler IV
gregtech:machine:4210, Ultimate Disassembler
gregtech:cable:1, 1x Aluminium wire
gregtech:cable:1001, 2x Aluminium wire
gregtech:cable:2001, 4x Aluminium wire
gregtech:cable:3001, 8x Aluminium wire
gregtech:cable:4001, 16x Aluminium wire
gregtech:cable:5001, 1x Aluminium cable
gregtech:cable:6001, 2x Aluminium cable
gregtech:cable:7001, 4x Aluminium cable
gregtech:cable:8001, 8x Aluminium cable
gregtech:cable:9001, 16x Aluminium cable
gregtech:cable:87, 1x Annealed Copper wire
gregtech:cable:1087, 2x Annealed Copper wire
gregtech:cable:2087, 4x Annealed Copper wire
gregtech:cable:3087, 8x Annealed Copper wire
gregtech:cable:4087, 16x Annealed Copper wire
gregtech:cable:5087, 1x Annealed Copper cable
gregtech:cable:6087, 2x Annealed Copper cable
gregtech:cable:7087, 4x Annealed Copper cable
gregtech:cable:8087, 8x Annealed Copper cable
gregtech:cable:9087, 16x Annealed Copper cable
gregtech:cable:231, 1x Black Steel wire
gregtech:cable:1231, 2x Black Steel wire
gregtech:cable:2231, 4x Black Steel wire
gregtech:cable:3231, 8x Black Steel wire
gregtech:cable:4231, 16x Black Steel wire
gregtech:cable:5231, 1x Black Steel cable
gregtech:cable:6231, 2x Black Steel cable
gregtech:cable:7231, 4x Black Steel cable
gregtech:cable:8231, 8x Black Steel cable
gregtech:cable:9231, 16x Black Steel cable
gregtech:cable:17, 1x Cobalt wire
gregtech:cable:1017, 2x Cobalt wire
gregtech:cable:2017, 4x Cobalt wire
gregtech:cable:3017, 8x Cobalt wire
gregtech:cable:4017, 16x Cobalt wire
gregtech:cable:5017, 1x Cobalt cable
gregtech:cable:6017, 2x Cobalt cable
gregtech:cable:7017, 4x Cobalt cable
gregtech:cable:8017, 8x Cobalt cable
gregtech:cable:9017, 16x Cobalt cable
gregtech:cable:18, 1x Copper wire
gregtech:cable:1018, 2x Copper wire
gregtech:cable:2018, 4x Copper wire
gregtech:cable:3018, 8x Copper wire
gregtech:cable:4018, 16x Copper wire
gregtech:cable:5018, 1x Copper cable
gregtech:cable:6018, 2x Copper cable
gregtech:cable:7018, 4x Copper cable
gregtech:cable:8018, 8x Copper cable
gregtech:cable:9018, 16x Copper cable
gregtech:cable:109, 1x Cupronickel wire
gregtech:cable:1109, 2x Cupronickel wire
gregtech:cable:2109, 4x Cupronickel wire
gregtech:cable:3109, 8x Cupronickel wire
gregtech:cable:4109, 16x Cupronickel wire
gregtech:cable:5109, 1x Cupronickel cable
gregtech:cable:6109, 2x Cupronickel cable
gregtech:cable:7109, 4x Cupronickel cable
gregtech:cable:8109, 8x Cupronickel cable
gregtech:cable:9109, 16x Cupronickel cable
gregtech:cable:312, 1x Duranium wire
gregtech:cable:1312, 2x Duranium wire
gregtech:cable:2312, 4x Duranium wire
gregtech:cable:3312, 8x Duranium wire
gregtech:cable:4312, 16x Duranium wire
gregtech:cable:5312, 1x Duranium cable
gregtech:cable:6312, 2x Duranium cable
gregtech:cable:7312, 4x Duranium cable
gregtech:cable:8312, 8x Duranium cable
gregtech:cable:9312, 16x Duranium cable
gregtech:cable:112, 1x Electrum wire
gregtech:cable:1112, 2x Electrum wire
gregtech:cable:2112, 4x Electrum wire
gregtech:cable:3112, 8x Electrum wire
gregtech:cable:4112, 16x Electrum wire
gregtech:cable:5112, 1x Electrum cable
gregtech:cable:6112, 2x Electrum cable
gregtech:cable:7112, 4x Electrum cable
gregtech:cable:8112, 8x Electrum cable
gregtech:cable:9112, 16x Electrum cable
gregtech:cable:968, 1x EV Superconductor wire
gregtech:cable:1968, 2x EV Superconductor wire
gregtech:cable:2968, 4x EV Superconductor wire
gregtech:cable:3968, 8x EV Superconductor wire
gregtech:cable:4968, 16x EV Superconductor wire
gregtech:cable:5968, 1x EV Superconductor cable
gregtech:cable:6968, 2x EV Superconductor cable
gregtech:cable:7968, 4x EV Superconductor cable
gregtech:cable:8968, 8x EV Superconductor cable
gregtech:cable:9968, 16x EV Superconductor cable
gregtech:cable:974, 1x EV Superconductor Base wire
gregtech:cable:1974, 2x EV Superconductor Base wire
gregtech:cable:2974, 4x EV Superconductor Base wire
gregtech:cable:3974, 8x EV Superconductor Base wire
gregtech:cable:4974, 16x EV Superconductor Base wire
gregtech:cable:5974, 1x EV Superconductor Base cable
gregtech:cable:6974, 2x EV Superconductor Base cable
gregtech:cable:7974, 4x EV Superconductor Base cable
gregtech:cable:8974, 8x EV Superconductor Base cable
gregtech:cable:9974, 16x EV Superconductor Base cable
gregtech:cable:26, 1x Gold wire
gregtech:cable:1026, 2x Gold wire
gregtech:cable:2026, 4x Gold wire
gregtech:cable:3026, 8x Gold wire
gregtech:cable:4026, 16x Gold wire
gregtech:cable:5026, 1x Gold cable
gregtech:cable:6026, 2x Gold cable
gregtech:cable:7026, 4x Gold cable
gregtech:cable:8026, 8x Gold cable
gregtech:cable:9026, 16x Gold cable
gregtech:cable:205, 1x Graphene wire
gregtech:cable:1205, 2x Graphene wire
gregtech:cable:2205, 4x Graphene wire
gregtech:cable:3205, 8x Graphene wire
gregtech:cable:4205, 16x Graphene wire
gregtech:cable:5205, 1x Graphene cable
gregtech:cable:6205, 2x Graphene cable
gregtech:cable:7205, 4x Graphene cable
gregtech:cable:8205, 8x Graphene cable
gregtech:cable:9205, 16x Graphene cable
gregtech:cable:302, 1x HSS-G wire
gregtech:cable:1302, 2x HSS-G wire
gregtech:cable:2302, 4x HSS-G wire
gregtech:cable:3302, 8x HSS-G wire
gregtech:cable:4302, 16x HSS-G wire
gregtech:cable:5302, 1x HSS-G cable
gregtech:cable:6302, 2x HSS-G cable
gregtech:cable:7302, 4x HSS-G cable
gregtech:cable:8302, 8x HSS-G cable
gregtech:cable:9302, 16x HSS-G cable
gregtech:cable:969, 1x HV Superconductor wire
gregtech:cable:1969, 2x HV Superconductor wire
gregtech:cable:2969, 4x HV Superconductor wire
gregtech:cable:3969, 8x HV Superconductor wire
gregtech:cable:4969, 16x HV Superconductor wire
gregtech:cable:5969, 1x HV Superconductor cable
gregtech:cable:6969, 2x HV Superconductor cable
gregtech:cable:7969, 4x HV Superconductor cable
gregtech:cable:8969, 8x HV Superconductor cable
gregtech:cable:9969, 16x HV Superconductor cable
gregtech:cable:975, 1x HV Superconductor Base wire
gregtech:cable:1975, 2x HV Superconductor Base wire
gregtech:cable:2975, 4x HV Superconductor Base wire
gregtech:cable:3975, 8x HV Superconductor Base wire
gregtech:cable:4975, 16x HV Superconductor Base wire
gregtech:cable:5975, 1x HV Superconductor Base cable
gregtech:cable:6975, 2x HV Superconductor Base cable
gregtech:cable:7975, 4x HV Superconductor Base cable
gregtech:cable:8975, 8x HV Superconductor Base cable
gregtech:cable:9975, 16x HV Superconductor Base cable
gregtech:cable:33, 1x Iron wire
gregtech:cable:1033, 2x Iron wire
gregtech:cable:2033, 4x Iron wire
gregtech:cable:3033, 8x Iron wire
gregtech:cable:4033, 16x Iron wire
gregtech:cable:5033, 1x Iron cable
gregtech:cable:6033, 2x Iron cable
gregtech:cable:7033, 4x Iron cable
gregtech:cable:8033, 8x Iron cable
gregtech:cable:9033, 16x Iron cable
gregtech:cable:967, 1x IV Superconductor wire
gregtech:cable:1967, 2x IV Superconductor wire
gregtech:cable:2967, 4x IV Superconductor wire
gregtech:cable:3967, 8x IV Superconductor wire
gregtech:cable:4967, 16x IV Superconductor wire
gregtech:cable:5967, 1x IV Superconductor cable
gregtech:cable:6967, 2x IV Superconductor cable
gregtech:cable:7967, 4x IV Superconductor cable
gregtech:cable:8967, 8x IV Superconductor cable
gregtech:cable:9967, 16x IV Superconductor cable
gregtech:cable:973, 1x IV Superconductor Base wire
gregtech:cable:1973, 2x IV Superconductor Base wire
gregtech:cable:2973, 4x IV Superconductor Base wire
gregtech:cable:3973, 8x IV Superconductor Base wire
gregtech:cable:4973, 16x IV Superconductor Base wire
gregtech:cable:5973, 1x IV Superconductor Base cable
gregtech:cable:6973, 2x IV Superconductor Base cable
gregtech:cable:7973, 4x IV Superconductor Base cable
gregtech:cable:8973, 8x IV Superconductor Base cable
gregtech:cable:9973, 16x IV Superconductor Base cable
gregtech:cable:127, 1x Kanthal wire
gregtech:cable:1127, 2x Kanthal wire
gregtech:cable:2127, 4x Kanthal wire
gregtech:cable:3127, 8x Kanthal wire
gregtech:cable:4127, 16x Kanthal wire
gregtech:cable:5127, 1x Kanthal cable
gregtech:cable:6127, 2x Kanthal cable
gregtech:cable:7127, 4x Kanthal cable
gregtech:cable:8127, 8x Kanthal cable
gregtech:cable:9127, 16x Kanthal cable
gregtech:cable:35, 1x Lead wire
gregtech:cable:1035, 2x Lead wire
gregtech:cable:2035, 4x Lead wire
gregtech:cable:3035, 8x Lead wire
gregtech:cable:4035, 16x Lead wire
gregtech:cable:5035, 1x Lead cable
gregtech:cable:6035, 2x Lead cable
gregtech:cable:7035, 4x Lead cable
gregtech:cable:8035, 8x Lead cable
gregtech:cable:9035, 16x Lead cable
gregtech:cable:966, 1x LuV Superconductor wire
gregtech:cable:1966, 2x LuV Superconductor wire
gregtech:cable:2966, 4x LuV Superconductor wire
gregtech:cable:3966, 8x LuV Superconductor wire
gregtech:cable:4966, 16x LuV Superconductor wire
gregtech:cable:5966, 1x LuV Superconductor cable
gregtech:cable:6966, 2x LuV Superconductor cable
gregtech:cable:7966, 4x LuV Superconductor cable
gregtech:cable:8966, 8x LuV Superconductor cable
gregtech:cable:9966, 16x LuV Superconductor cable
gregtech:cable:972, 1x LuV Superconductor Base wire
gregtech:cable:1972, 2x LuV Superconductor Base wire
gregtech:cable:2972, 4x LuV Superconductor Base wire
gregtech:cable:3972, 8x LuV Superconductor Base wire
gregtech:cable:4972, 16x LuV Superconductor Base wire
gregtech:cable:5972, 1x LuV Superconductor Base cable
gregtech:cable:6972, 2x LuV Superconductor Base cable
gregtech:cable:7972, 4x LuV Superconductor Base cable
gregtech:cable:8972, 8x LuV Superconductor Base cable
gregtech:cable:9972, 16x LuV Superconductor Base cable
gregtech:cable:970, 1x MV Superconductor wire
gregtech:cable:1970, 2x MV Superconductor wire
gregtech:cable:2970, 4x MV Superconductor wire
gregtech:cable:3970, 8x MV Superconductor wire
gregtech:cable:4970, 16x MV Superconductor wire
gregtech:cable:5970, 1x MV Superconductor cable
gregtech:cable:6970, 2x MV Superconductor cable
gregtech:cable:7970, 4x MV Superconductor cable
gregtech:cable:8970, 8x MV Superconductor cable
gregtech:cable:9970, 16x MV Superconductor cable
gregtech:cable:976, 1x MV Superconductor Base wire
gregtech:cable:1976, 2x MV Superconductor Base wire
gregtech:cable:2976, 4x MV Superconductor Base wire
gregtech:cable:3976, 8x MV Superconductor Base wire
gregtech:cable:4976, 16x MV Superconductor Base wire
gregtech:cable:5976, 1x MV Superconductor Base cable
gregtech:cable:6976, 2x MV Superconductor Base cable
gregtech:cable:7976, 4x MV Superconductor Base cable
gregtech:cable:8976, 8x MV Superconductor Base cable
gregtech:cable:9976, 16x MV Superconductor Base cable
gregtech:cable:307, 1x Naquadah wire
gregtech:cable:1307, 2x Naquadah wire
gregtech:cable:2307, 4x Naquadah wire
gregtech:cable:3307, 8x Naquadah wire
gregtech:cable:4307, 16x Naquadah wire
gregtech:cable:5307, 1x Naquadah cable
gregtech:cable:6307, 2x Naquadah cable
gregtech:cable:7307, 4x Naquadah cable
gregtech:cable:8307, 8x Naquadah cable
gregtech:cable:9307, 16x Naquadah cable
gregtech:cable:308, 1x Naquadah Alloy wire
gregtech:cable:1308, 2x Naquadah Alloy wire
gregtech:cable:2308, 4x Naquadah Alloy wire
gregtech:cable:3308, 8x Naquadah Alloy wire
gregtech:cable:4308, 16x Naquadah Alloy wire
gregtech:cable:5308, 1x Naquadah Alloy cable
gregtech:cable:6308, 2x Naquadah Alloy cable
gregtech:cable:7308, 4x Naquadah Alloy cable
gregtech:cable:8308, 8x Naquadah Alloy cable
gregtech:cable:9308, 16x Naquadah Alloy cable
gregtech:cable:133, 1x Nichrome wire
gregtech:cable:1133, 2x Nichrome wire
gregtech:cable:2133, 4x Nichrome wire
gregtech:cable:3133, 8x Nichrome wire
gregtech:cable:4133, 16x Nichrome wire
gregtech:cable:5133, 1x Nichrome cable
gregtech:cable:6133, 2x Nichrome cable
gregtech:cable:7133, 4x Nichrome cable
gregtech:cable:8133, 8x Nichrome cable
gregtech:cable:9133, 16x Nichrome cable
gregtech:cable:44, 1x Nickel wire
gregtech:cable:1044, 2x Nickel wire
gregtech:cable:2044, 4x Nickel wire
gregtech:cable:3044, 8x Nickel wire
gregtech:cable:4044, 16x Nickel wire
gregtech:cable:5044, 1x Nickel cable
gregtech:cable:6044, 2x Nickel cable
gregtech:cable:7044, 4x Nickel cable
gregtech:cable:8044, 8x Nickel cable
gregtech:cable:9044, 16x Nickel cable
gregtech:cable:135, 1x Niobium-Titanium wire
gregtech:cable:1135, 2x Niobium-Titanium wire
gregtech:cable:2135, 4x Niobium-Titanium wire
gregtech:cable:3135, 8x Niobium-Titanium wire
gregtech:cable:4135, 16x Niobium-Titanium wire
gregtech:cable:5135, 1x Niobium-Titanium cable
gregtech:cable:6135, 2x Niobium-Titanium cable
gregtech:cable:7135, 4x Niobium-Titanium cable
gregtech:cable:8135, 8x Niobium-Titanium cable
gregtech:cable:9135, 16x Niobium-Titanium cable
gregtech:cable:47, 1x Osmium wire
gregtech:cable:1047, 2x Osmium wire
gregtech:cable:2047, 4x Osmium wire
gregtech:cable:3047, 8x Osmium wire
gregtech:cable:4047, 16x Osmium wire
gregtech:cable:5047, 1x Osmium cable
gregtech:cable:6047, 2x Osmium cable
gregtech:cable:7047, 4x Osmium cable
gregtech:cable:8047, 8x Osmium cable
gregtech:cable:9047, 16x Osmium cable
gregtech:cable:49, 1x Palladium wire
gregtech:cable:1049, 2x Palladium wire
gregtech:cable:2049, 4x Palladium wire
gregtech:cable:3049, 8x Palladium wire
gregtech:cable:4049, 16x Palladium wire
gregtech:cable:5049, 1x Palladium cable
gregtech:cable:6049, 2x Palladium cable
gregtech:cable:7049, 4x Palladium cable
gregtech:cable:8049, 8x Palladium cable
gregtech:cable:9049, 16x Palladium cable
gregtech:cable:51, 1x Platinum wire
gregtech:cable:1051, 2x Platinum wire
gregtech:cable:2051, 4x Platinum wire
gregtech:cable:3051, 8x Platinum wire
gregtech:cable:4051, 16x Platinum wire
gregtech:cable:5051, 1x Platinum cable
gregtech:cable:6051, 2x Platinum cable
gregtech:cable:7051, 4x Platinum cable
gregtech:cable:8051, 8x Platinum cable
gregtech:cable:9051, 16x Platinum cable
gregtech:cable:237, 1x Red Alloy wire
gregtech:cable:1237, 2x Red Alloy wire
gregtech:cable:2237, 4x Red Alloy wire
gregtech:cable:3237, 8x Red Alloy wire
gregtech:cable:4237, 16x Red Alloy wire
gregtech:cable:5237, 1x Red Alloy cable
gregtech:cable:6237, 2x Red Alloy cable
gregtech:cable:7237, 4x Red Alloy cable
gregtech:cable:8237, 8x Red Alloy cable
gregtech:cable:9237, 16x Red Alloy cable
gregtech:cable:62, 1x Silver wire
gregtech:cable:1062, 2x Silver wire
gregtech:cable:2062, 4x Silver wire
gregtech:cable:3062, 8x Silver wire
gregtech:cable:4062, 16x Silver wire
gregtech:cable:5062, 1x Silver cable
gregtech:cable:6062, 2x Silver cable
gregtech:cable:7062, 4x Silver cable
gregtech:cable:8062, 8x Silver cable
gregtech:cable:9062, 16x Silver cable
gregtech:cable:180, 1x Soldering Alloy wire
gregtech:cable:1180, 2x Soldering Alloy wire
gregtech:cable:2180, 4x Soldering Alloy wire
gregtech:cable:3180, 8x Soldering Alloy wire
gregtech:cable:4180, 16x Soldering Alloy wire
gregtech:cable:5180, 1x Soldering Alloy cable
gregtech:cable:6180, 2x Soldering Alloy cable
gregtech:cable:7180, 4x Soldering Alloy cable
gregtech:cable:8180, 8x Soldering Alloy cable
gregtech:cable:9180, 16x Soldering Alloy cable
gregtech:cable:184, 1x Steel wire
gregtech:cable:1184, 2x Steel wire
gregtech:cable:2184, 4x Steel wire
gregtech:cable:3184, 8x Steel wire
gregtech:cable:4184, 16x Steel wire
gregtech:cable:5184, 1x Steel cable
gregtech:cable:6184, 2x Steel cable
gregtech:cable:7184, 4x Steel cable
gregtech:cable:8184, 8x Steel cable
gregtech:cable:9184, 16x Steel cable
gregtech:cable:354, 1x Superconductor wire
gregtech:cable:1354, 2x Superconductor wire
gregtech:cable:2354, 4x Superconductor wire
gregtech:cable:3354, 8x Superconductor wire
gregtech:cable:4354, 16x Superconductor wire
gregtech:cable:5354, 1x Superconductor cable
gregtech:cable:6354, 2x Superconductor cable
gregtech:cable:7354, 4x Superconductor cable
gregtech:cable:8354, 8x Superconductor cable
gregtech:cable:9354, 16x Superconductor cable
gregtech:cable:71, 1x Tin wire
gregtech:cable:1071, 2x Tin wire
gregtech:cable:2071, 4x Tin wire
gregtech:cable:3071, 8x Tin wire
gregtech:cable:4071, 16x Tin wire
gregtech:cable:5071, 1x Tin cable
gregtech:cable:6071, 2x Tin cable
gregtech:cable:7071, 4x Tin cable
gregtech:cable:8071, 8x Tin cable
gregtech:cable:9071, 16x Tin cable
gregtech:cable:72, 1x Titanium wire
gregtech:cable:1072, 2x Titanium wire
gregtech:cable:2072, 4x Titanium wire
gregtech:cable:3072, 8x Titanium wire
gregtech:cable:4072, 16x Titanium wire
gregtech:cable:5072, 1x Titanium cable
gregtech:cable:6072, 2x Titanium cable
gregtech:cable:7072, 4x Titanium cable
gregtech:cable:8072, 8x Titanium cable
gregtech:cable:9072, 16x Titanium cable
gregtech:cable:74, 1x Tungsten wire
gregtech:cable:1074, 2x Tungsten wire
gregtech:cable:2074, 4x Tungsten wire
gregtech:cable:3074, 8x Tungsten wire
gregtech:cable:4074, 16x Tungsten wire
gregtech:cable:5074, 1x Tungsten cable
gregtech:cable:6074, 2x Tungsten cable
gregtech:cable:7074, 4x Tungsten cable
gregtech:cable:8074, 8x Tungsten cable
gregtech:cable:9074, 16x Tungsten cable
gregtech:cable:235, 1x Tungstensteel wire
gregtech:cable:1235, 2x Tungstensteel wire
gregtech:cable:2235, 4x Tungstensteel wire
gregtech:cable:3235, 8x Tungstensteel wire
gregtech:cable:4235, 16x Tungstensteel wire
gregtech:cable:5235, 1x Tungstensteel cable
gregtech:cable:6235, 2x Tungstensteel cable
gregtech:cable:7235, 4x Tungstensteel cable
gregtech:cable:8235, 8x Tungstensteel cable
gregtech:cable:9235, 16x Tungstensteel cable
gregtech:cable:744, 1x UV Superconductor wire
gregtech:cable:1744, 2x UV Superconductor wire
gregtech:cable:2744, 4x UV Superconductor wire
gregtech:cable:3744, 8x UV Superconductor wire
gregtech:cable:4744, 16x UV Superconductor wire
gregtech:cable:5744, 1x UV Superconductor cable
gregtech:cable:6744, 2x UV Superconductor cable
gregtech:cable:7744, 4x UV Superconductor cable
gregtech:cable:8744, 8x UV Superconductor cable
